"appid","name","release_date","developer","publisher","positive_ratings","negative_ratings","average_playtime","median_playtime","price","total_ratings"
793740,"SUPER BENBO QUEST: TURBO DELUXE","2018-03-08","Thumbtack","Thumbtack",101,7,0,0,3.99,108
794260,"Outward","2019-03-26","Nine Dots Studio","Deep Silver",2647,978,1373,2315,34.99,3625
794580,"SNK HEROINES Tag Team Frenzy","2019-02-21","SNK CORPORATION;Abstraction Games","SNK CORPORATION",88,31,0,0,32.99,119
794800,"Clue/Cluedo: The Classic Mystery Game","2018-05-17","Marmalade Game Studio Ltd","Marmalade Game Studio Ltd",143,28,760,760,11.99,171
796620,"X Mushrooms(X蘑菇)","2018-03-13","ShaBi","ShaBi",81,23,0,0,2.89,104
796790,"GLAD VALAKAS SIMULATOR","2018-06-14","Snkl Studio","Snkl Studio",356,14,0,0,1.69,370
796860,"Police Enforcement VR : 1-King-27","2018-06-08","Karnage Gaming","Karnage Gaming",40,79,0,0,6.19,119
798290,"MXGP PRO","2018-06-29","Milestone S.r.l.","Milestone S.r.l.",159,73,0,0,39.99,232
798510,"SUPER DRAGON BALL HEROES WORLD MISSION","2019-04-04","Dimps Corporation;SAFARI GAMES Co., Ltd.","BANDAI NAMCO Entertainment",301,52,0,0,39.99,353
798810,"Natural Locomotion","2018-04-07","Myou","Myou",184,16,0,0,9.99,200
799070,"Zup! 8","2018-02-22","Quiet River","Quiet River",932,36,193,213,0.79,968
799500,"SurvivalZ","2018-02-19","KicklessGame","RewindApp",78,53,0,0,0.79,131
799510,"Squidlit","2018-03-02","Squidlit Ink.","Squidlit Ink.",145,11,0,0,1.69,156
800270,"Terraforming Mars","2018-10-17","Luckyhammers","Asmodee Digital",208,213,0,0,19.49,421
800600,"Wayhaven Chronicles: Book One","2018-03-08","Hosted Games","Hosted Games",117,6,0,0,3.99,123
800620,"Fallen Hero: Rebirth","2018-03-15","Hosted Games","Hosted Games",103,4,0,0,2.89,107
801290,"Diabolic","2018-03-26","MyDreamForever","Red twice potato",94,9,0,0,2.89,103
801630,"UNDER NIGHT IN-BIRTH Exe:Late[st]","2018-08-20","FRENCH-BREAD","Arc System Works",524,33,168,202,30.99,557
801880,"Drift Tuner 2019","2018-03-26","S&COR Games","S&COR Games",75,64,343,343,1.69,139
802730,"Mother Simulator","2018-05-22","Steppe Hare Studio","Steppe Hare Studio",258,43,0,0,1.69,301
802870,"The Ditzy Demons Are in Love With Me","2018-10-26","SMILE","Sekai Project",376,7,0,0,19.49,383
802880,"Muv-Luv","2018-02-28","anchor Inc.","Sekai Project",109,4,0,0,23.79,113
802890,"Muv-Luv Alternative","2018-02-28","anchor Inc.","Sekai Project",252,8,0,0,30.99,260
803600,"Disgaea 5 Complete / 魔界戦記ディスガイア5","2018-10-22","Nippon Ichi Software, Inc.","NIS America, Inc.",801,182,414,414,29.99,983
803980,"Plane Mechanic Simulator","2019-02-13","Disaster Studio","Movie Games S.A.;PlayWay S.A.",445,131,99,99,9.29,576
804490,"Creed: Rise to Glory™","2018-09-25","Survios","Survios",306,63,0,0,23.79,369
804730,"Third Front: WWII","2018-05-11","Hamsters Gaming","Hamsters Gaming",198,98,0,0,5.79,296
805550,"Assetto Corsa Competizione","2018-09-12","Kunos Simulazioni","505 Games",1744,278,0,0,34.99,2022
805820,"Putin VS ISIS","2018-04-02","Nikita ""Ghost_RUS""","Ghost_RUS Games",102,5,0,0,0.79,107
805940,"RUSSIA BATTLEGROUNDS","2018-07-13","Agafonoff","Agafonoff",789,299,0,0,0.79,1088
806140,"Achievements printer part 1","2018-03-02","Easy game"," Game for people",181,101,0,0,0.79,282
806740,"Fei Duanmu VS Kobayashi 端木斐 VS 小林正雪","2018-11-01","致意;傅真","致意;傅真",99,8,0,0,4.79,107
806860,"They Are Hundreds","2018-03-13","WoahStudiosus","Woahstudiosus",103,70,0,0,0.79,173
806950,"Victory At Sea Pacific","2018-09-14","Evil Twin Artworks","Evil Twin Artworks",163,117,0,0,29.99,280
807920,"Onii-Chan","2018-03-27","Illya","Illya",70,51,0,0,1.69,121
808080,"Ultimate Racing 2D","2018-05-24","Applimazing","Applimazing",100,12,0,0,6.99,112
808910,"STAR WARS™ Episode I Racer","2018-11-16","LucasArts","Lucasfilm;Disney Interactive",280,45,0,0,7.19,325
809020,"ZeroRanger","2018-09-28","System Erasure","System Erasure",294,9,0,0,9.29,303
809140,"Cliff Empire","2018-04-26","Lion's Shade","Lion's Shade",686,67,0,0,5.99,753
809280,"Grimmwood - They Come at Night","2018-08-02","Big Moustache Games","Headup;Whisper Games",140,66,0,0,11.39,206
809440,"Protolife","2018-06-15","Volcanic Giraffe","Volcanic Giraffe",152,30,0,0,9.29,182
809890,"Shining Resonance Refrain","2018-07-09","SEGA","SEGA",255,78,0,0,44.99,333
810670,"NALOGI","2018-03-17","CUTE ANIME GIRLS","Tranquility games",565,147,1,1,1.69,712
812040,"Shortest Trip to Earth","2018-10-09","Interactive Fate","Iceberg Interactive",156,36,0,0,15.49,192
812140,"Assassin's Creed® Odyssey","2018-10-05","Ubisoft Quebec;Ubisoft Montreal;Ubisoft Bucharest;Ubisoft Singapore;Ubisoft Montpellier;Ubisoft Kiev;Ubisoft Shanghai","Ubisoft",20771,4528,3151,3581,49.99,25299
812550,"The King's Bird","2018-08-23","Serenity Forge","Graffiti Games",103,13,0,0,15.49,116
813540,"Scheming Through The Zombie Apocalypse: The Beginning","2018-06-08","Entertainment Forge","GrabTheGames",114,13,0,0,3.99,127
813630,"Supraland","2019-04-05","Supra Games","Supra Games",1041,41,0,0,15.49,1082
813700,"Sakura Sadist","2018-05-25","Winged Cloud","Winged Cloud",116,21,163,163,7.19,137
814380,"Sekiro™: Shadows Die Twice","2019-03-21","FromSoftware","Activision (Excluding Japan and Asia);FromSoftware (Japan);方块游戏 (Asia)",21504,3019,2059,2212,49.9,24523
814480,"Mini World: Block Art","2018-04-27","Miniwan Technology Co.,Limited","Miniwan Technology Co.,Limited",255,79,50,50,1.69,334
814540,"Changed","2018-04-04","DragonSnow","DragonSnow",1472,123,80,80,4.79,1595
815210,"Tiny-Tasy Town","2018-10-15","Rabbiroo","INDIECN",107,29,0,0,9.29,136
815370,"Green Hell","2018-08-29","Creepy Jar","Creepy Jar",2767,516,663,1213,15.49,3283
815450,"Cardinal Cross","2018-07-09","ImpQueen","ImpQueen",96,6,0,0,9.29,102
815780,"PIPE by BMX Streets","2018-03-15","Mash Games","Mash Games",1174,139,0,0,7.19,1313
816020,"JUMP FORCE","2019-02-14","Spike Chunsoft Co., Ltd.","BANDAI NAMCO Entertainment",1951,1530,338,369,49.99,3481
816090,"Space Hulk: Deathwing - Enhanced Edition","2018-05-22","Streum On Studio","Focus Home Interactive",1039,497,133,233,34.99,1536
816340,"Kingdom Rush Origins","2018-10-17","Ironhide Game Studio","Ironhide Game Studio",1116,76,554,554,11.39,1192
816490,"Hidden Paws","2018-03-22","Manic Hyena","Manic Hyena",120,4,0,0,2.09,124
817130,"WWE 2K19","2018-10-08","Visual Concepts;Yuke's Co., LTD","2K",648,446,0,0,39.99,1094
817510,"Golfing Over It with Alva Majo","2018-03-28","Majorariatto","Majorariatto",472,218,0,0,3.99,690
817660,"Soul Smith of the Kingdom","2018-05-03","Inu to Neko","Starship Studio",74,45,0,0,5.19,119
818210,"Indie Pogo","2018-07-10","Lowe Bros. Studios LLC","Lowe Bros. Studios LLC",176,18,0,0,11.39,194
818320,"LEGO® The Incredibles","2018-06-15","TT Games;Feral Interactive (Mac)","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)",143,33,0,0,34.99,176
819020,"Zanki Zero: Last Beginning","2019-04-09","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",104,18,0,0,49.99,122
819230,"Gothicc Breaker","2018-03-28","HeHeHe! Productions","HeHeHe! Productions",108,10,0,0,1.69,118
819500,"Fear The Wolves","2019-02-06","Vostok Games","Focus Home Interactive",928,952,0,0,16.99,1880
820030,"Picross Fairytale - nonogram: Red Riding Hood secret","2018-06-19","Somer Games","8Floor",197,49,0,0,3.99,246
820730,"Adventure of a Lifetime","2018-04-26","MoeNovel","MoeNovel",113,5,648,648,10.29,118
820770,"女装妹妹从没少过麻烦","2018-04-25","Blue Fiddich制作组","轻文",401,162,38,71,1.69,563
821060,"Desktop Mascot Engine","2018-05-09","GamerzDan","GamerzDan",121,54,0,0,2.09,175
821500,"Ria's Hook","2018-04-04","Fossil","Fossil",142,30,0,0,2.09,172
821560,"螢幕判官 Behind the Screen","2018-04-03","18Light Game Ltd.","18Light Game Ltd.;Cheese Games",114,19,0,0,7.99,133
821640,"Floor Kids","2018-05-16","MERJ Media","MERJ Media",107,20,0,0,15.9,127
821790,"Who Am I: The Tale of Dorothy","2018-04-16","Onaemo Studio","Onaemo Studio",253,16,0,0,2.09,269
821890,"Steven Universe: Save the Light","2018-08-13","Grumpyface Studios;Finite Reflection Studios","Cartoon Network Games",247,39,0,0,19.49,286
822760,"Fureraba ~Friend to Lover~","2018-05-04","Smee","NekoNyan Ltd.",120,1,393,393,23.79,121
822930,"Wolf Tails","2018-05-04","Razzart Visual","Razzart Visual",338,17,288,288,7.19,355
822990,"Spinnortality | cyberpunk management sim","2019-02-01","James Patton","James Patton",105,27,96,96,9.99,132
823130,"Totally Accurate Battlegrounds","2018-06-05","Landfall","Landfall",20961,4890,478,47,3.99,25851
823580,"Isoland 2 - Ashes of Time","2018-05-01","Cotton Game","Lilith Games",163,2,353,353,2.09,165
824070,"Objects in Space","2019-03-01","Flat Earth Games","505 Games",196,69,0,0,19.49,265
824190,"Achievement Clicker 2019","2018-04-13","OfficialAndy","MGG Studio",79,42,0,0,0.79,121
824270,"KovaaK's FPS Aim Trainer","2018-04-03","KvK Games","KvK Games",575,35,0,0,7.19,610
824720,"Pure Rock Crawling","2018-04-11","Maciej Kuzianik","Maciej Kuzianik",216,33,0,0,11.39,249
825310,"Dude Simulator 2","2018-07-27","Kiddy","Kiddy",195,215,12,12,3.99,410
825630,"STEINS;GATE 0","2018-05-08","MAGES. Inc.","Spike Chunsoft Co., Ltd.",1301,53,0,0,27.79,1354
826600,"I am not a Monster","2018-09-27","Cheerdealers","Alawar Premium",521,112,226,229,10.29,633
827640,"Trash Story","2018-05-29","КиКо","КиКо",94,38,8,8,0.79,132
828070,"Treasure Hunter Claire","2018-07-19","Acerola","Kagura Games",682,66,153,153,15.49,748
828150,"WIN THE GAME!","2018-04-06","AFBIK Studio","AFBIK Studio",74,51,5,5,0.79,125
828580,"NEKO-NIN exHeart 2","2018-04-27","Whirlpool","Sekai Project",144,6,0,0,7.19,150
828900,"The Stillness of the Wind","2019-02-07","Memory of God / Lambic Studios","Fellow Traveller",138,28,0,0,9.99,166
828960,"Blonde Driver","2018-04-10","Easy game","Game for people",48,73,0,0,0.79,121
829110,"LEGO® DC Super-Villains","2018-10-16","TT Games","Warner Bros. Interactive Entertainment",295,46,0,0,34.99,341
829590,"CryoFall","2019-04-03","AtomicTorch Studio","Daedalic Entertainment",195,44,0,0,15.99,239
830820,"Jets'n'Guns 2","2018-12-11","Rake in Grass","Rake in Grass",254,9,0,0,9.29,263
830980,"Doodle Date","2018-04-19","Nicholas Lives","Nicholas Lives",104,46,0,0,1.69,150
831560,"WARRIORS OROCHI 4 - 無双OROCHI３","2018-10-15","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1820,313,1207,1207,54.99,2133
831980,"Out of the Park Baseball 20","2019-03-22","Out of the Park Developments","Out of the Park Developments",144,11,0,0,30.99,155
833040,"Hiveswap Friendsim","2018-04-13","What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",659,44,0,0,0.79,703
833360,"Star Valor","2018-07-13","Rafael Burgos","Rafael Burgos",132,10,0,0,8.29,142
834060,"Goblin Walker","2019-01-09","るしまる堂","Paradise Project",74,92,0,0,2.09,166
834280,"Fishing Sim World","2018-09-18","Dovetail Games","Dovetail Games - Fishing",130,85,0,0,14.99,215
834530,"Yakuza Kiwami","2019-02-19","SEGA","SEGA",1449,116,1225,1225,14.99,1565
834740,"Circle Empires","2018-08-08","Luminous","Iceberg Interactive",761,132,0,0,5.79,893
834910,"ATLAS","2018-12-22","Grapeshot Games;Instinct Games","Grapeshot Games",8621,16359,2755,3575,23.79,24980
835430,"La-Mulana 2","2018-07-30","NIGORO","AGM PLAYISM",437,66,0,0,19.49,503
836450,"Heaven Will Be Mine","2018-07-25","Pillow Fight Games;Worst Girls Games","Pillow Fight Games",153,6,0,0,11.39,159
836480,"恋爱模拟器 Love Simulation","2018-04-29","橘子班;大好网","PeriScope Game",375,263,1294,1294,1.69,638
836490,"月夜下的紅茶杯 ~ Blacktea With Moon","2018-05-08","凝冰剑斩","凝冰剑斩",342,15,0,0,0.79,357
837610,"Mary Skelter: Nightmares","2018-07-19","Idea Factory","Ghostlight LTD",173,19,0,0,19.49,192
838310,"Bloodstained: Curse of the Moon","2018-05-24","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",1711,86,122,122,8.99,1797
838330,"Warlords Awakening","2018-11-28","PLAYWITH Inc.","PLAYWITH Interactive Inc.",305,119,0,0,9.29,424
838350,"太吾绘卷 The Scroll Of Taiwu","2018-09-20","ConchShip Games","ConchShip Games",17938,2273,1270,873,15.49,20211
838380,"DEAD OR ALIVE 6","2019-02-28","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1454,836,57,57,54.99,2290
839630,"Survisland / 实境求生","2018-07-16","Super Trampers Studio","Easy Joy Ltd.",653,251,0,0,11.39,904
840010,"Garden Paws","2018-12-18","Bitten Toast Games Inc.","Bitten Toast Games Inc.",275,35,0,0,15.49,310
840100,"Magic Scroll Tactics / マジックスクロールタクティクス / 魔法卷轴 / 魔法捲軸","2018-04-27","オートリ電子","オートリ電子;Gamera Game",95,21,0,0,9.29,116
840130,"Battle Royale: Survivors 究极求生:大逃杀","2018-08-29","momoStorm Entertainment","momoStorm Entertainment",267,323,0,0,3.99,590
840140,"武侠乂 The Swordsmen X","2018-07-26","上海杜昂网络科技有限公司","方块游戏(CubeGame)",1453,1395,828,828,22.49,2848
840720,"Sword Art Online: Lost Song","2018-11-12","Artdink","BANDAI NAMCO Entertainment",208,60,0,0,15.99,268
840800,"Outlaws of the Old West","2019-03-12","Virtual Basement LLC","Wandering Wizard",1459,742,0,0,15.49,2201
841370,"NBA 2K19","2018-09-06","Visual Concepts","2K",3093,8080,2901,2803,39.99,11173
841460,"The Great C","2018-10-08","Secret Location Inc.","Secret Location Inc.",105,11,0,0,4.79,116
841770,"Siralim 3","2018-10-15","Thylacine Studios","Thylacine Studios LLC",489,21,0,0,11.39,510
842310,"Zimbo","2018-05-04","RS Games","RS Games",46,72,0,0,0.79,118
842810,"Märchen Forest: Mylne and the Forest Gift","2018-05-16","Primary Orbit","Primary Orbit",126,20,0,0,7.19,146
842910,"The MISSING: J.J. Macfield and the Island of Memories","2018-10-11","White Owls Inc.","Arc System Works",387,37,0,0,23.99,424
843260,"The Bard's Tale Trilogy","2018-08-14","Krome Studios","inXile Entertainment",400,19,0,0,11.39,419
843380,"Super Animal Royale","2018-12-12","Pixile","Pixile",1177,38,222,222,10.29,1215
843720,"Dissimilated Land","2018-08-16","Steel Wing","Ggame Studio",92,26,0,0,9.29,118
843890,"WIN THE GAME: DO IT!","2018-05-02","AFBIK Studio","AFBIK Studio",97,75,0,0,0.79,172
844590,"Hypnospace Outlaw","2019-03-12","Tendershoot;Michael Lasch;ThatWhichIs Media","No More Robots",451,5,0,0,15.49,456
844660,"Heart of the Woods","2019-02-15","Studio Élan","Sekai Project",149,2,0,0,11.39,151
844850,"Tower Hunter: Erza's Trial","2018-09-28","IceSitruuna","IceSitruuna",286,79,18,18,12.39,365
844920,"Fortissimo FA","2018-05-31","La’cryma;YAMAYURI GAMES","SakuraGame",180,33,0,0,7.19,213
844930,"Fox Hime Zero","2018-05-23","AsicxArt","SakuraGame",1416,44,57,57,1.69,1460
845870,"BlackFaith","2018-07-04","JUBSTUDIO","JUBSTUDIO",152,280,0,0,3.99,432
845880,"Touhou: Scarlet Curiosity | 東方紅輝心","2018-07-11","Ankake Spa","XSEED Games;Marvelous USA, Inc.",517,40,67,67,12.99,557
846110,"The friends of Ringo Ishikawa","2018-05-17","yeo","yeo",303,44,0,0,11.39,347
846470,"Moss","2018-06-07","Polyarc","Polyarc",531,46,68,68,23.79,577
846800,"Diner Bros","2018-07-06","JAYFLGAMES","JAYFLGAMES",135,22,0,0,7.19,157
846880,"The Chronicles of Quiver Dick","2018-07-09","Crankage Games","Crankage Games",135,7,0,0,2.09,142
847360,"Super Lucky's Tale","2018-09-14","Playful Corp.","Microsoft Studios",139,20,0,0,14.99,159
847370,"Sunset Overdrive","2018-11-16","Insomniac Games;Blind Squirrel Games","Microsoft Studios",2421,274,300,300,14.99,2695
848310,"Bitcoin Trading Master: Simulator","2018-05-31","Linkflag","Linkflag",120,28,0,0,3.99,148
848350,"Katamari Damacy REROLL","2018-12-06","MONKEYCRAFT Co. Ltd.","BANDAI NAMCO Entertainment",559,58,105,105,15.99,617
848450,"Subnautica: Below Zero","2019-01-30","Unknown Worlds Entertainment","Unknown Worlds Entertainment",4097,471,229,289,15.49,4568
850000,"Noel The Mortal Fate S1-7","2018-05-15","Vaka Game Magazine;KANAWO","Vaka Game Magazine;AGM PLAYISM",631,22,0,0,11.39,653
850450,"Escape First","2018-05-10","OnSkull Games","OnSkull Games",108,43,200,200,4.79,151
850630,"Starting The Game","2018-05-08","Online Vision;Divertic","Garage Games",155,14,0,0,0.79,169
850910,"Streamers Company Tycoon 主播经纪公司","2019-03-13","石头游戏","石头游戏",244,237,347,347,7.19,481
851080,"Survival: Last Day","2018-10-22","BloodMoon Games","BloodMoon Games",159,222,0,0,2.89,381
851100,"Touhou Luna Nights","2019-02-25","Vaka Game Magazine;Team Ladybug","Vaka Game Magazine;AGM PLAYISM",3199,75,158,158,13.99,3274
851670,"LUMINES REMASTERED","2018-06-26","Resonair","Enhance",124,7,691,691,9.99,131
851890,"Gal*Gun 2","2018-07-20","INTI CREATES CO., LTD.","PQube Limited",306,28,539,539,29.99,334
851930,"Battle Royale Tycoon","2018-12-10","Endless Loop Studios","Endless Loop Studios",213,64,27,27,7.19,277
852110,"RetroMaze","2018-05-21","Durven Studios","Durven Studios",194,6,0,0,0.79,200
852740,"Away From Earth: Mars","2018-08-23","Only Voxel Games","Only Voxel Games",142,90,0,0,0.79,232
853140,"Adeptus Titanicus: Dominus","2018-05-31","Membraine Studios","Membraine Studios",130,23,0,0,11.39,153
853500,"Quarantine Circular","2018-05-22","Bithell Games","Bithell Games",205,21,0,0,4.79,226
853550,"Equilinox","2018-11-23","ThinMatrix","ThinMatrix",1078,53,0,0,7.5,1131
853770,"Maximum Action","2018-09-19","George Mandell","BalloonMooseGames",284,41,0,0,11.39,325
854570,"Pamali: Indonesian Folklore Horror","2018-12-27","StoryTale Studios","StoryTale Studios;Maple Whispering Limited;AGM PLAYISM",188,23,0,0,3.49,211
855630,"Zeliria Sanctuary","2019-01-06","Salangan Games","Salangan Games",200,35,0,0,7.19,235
855640,"My Brother Rabbit","2018-09-21","Artifex Mundi","Artifex Mundi",188,5,0,0,11.39,193
855860,"Superfighters Deluxe","2018-11-30","MythoLogic Interactive","MythoLogic Interactive",382,44,0,0,7.5,426
856130,"Dark SASI","2018-05-18","Narko Games","Narko Games",88,60,0,0,5.19,148
856370,"One-Way Ticket  / 单程票","2018-10-24","Light & Digital Technology","Zodiac Interactive;HeyBox Interactive",208,110,0,0,3.99,318
856440,"Cube - The Jumper","2018-05-15","DZEJK","Garage Games",39,74,0,0,1.69,113
857450,"ISLAND","2018-08-23","Frontwing","Frontwing USA",410,8,0,0,30.99,418
857690,"Lagoon Lounge : The Poisonous Fountain","2018-07-05","KAIJYU-09","KAIJYU-09",143,6,0,0,10.99,149
857940,"Nature Calls","2018-08-17","KX Games","KX games",351,41,54,84,5.19,392
858210,"Nova Drift","2019-03-27","Chimeric","Pixeljam",212,3,0,0,11.39,215
858590,"Last Tide","2018-08-27","Digital Confectioners","Digital Confectioners",731,311,0,0,19.49,1042
858760,"Scalak","2018-05-22","Hamster On Coke Games","Hamster On Coke Games",317,5,0,0,1.69,322
858810,"Dawn of Man","2019-03-01","Madruga Works","Madruga Works",2757,706,667,654,19.49,3463
858940,"Flowers -Le volume sur ete-","2018-07-26","Innocent Grey","JAST USA	",182,1,0,0,15.49,183
859340,"Seeking Dawn","2018-07-12","Multiverse","Multiverse",194,72,0,0,23.79,266
859680,"Deep Space Waifu: FANTASY","2018-09-27","Neko Climax Studios","Neko Climax Studios",815,28,0,0,1.69,843
860620,"KURSK","2018-11-07","Jujubee S.A.","Jujubee S.A.",74,75,0,0,15.99,149
860890,"Factory Town","2019-03-12","Erik Asmussen","Erik Asmussen",548,73,0,0,15.49,621
860910,"Hentai 3018","2018-05-31","Easy game","Game for people",131,50,86,86,0.79,181
860950,"Mark of the Ninja: Remastered","2018-10-09","Klei Entertainment","Klei Entertainment ",802,47,162,289,15.49,849
862480,"The Spiral Scouts","2018-07-12","Cantaloupe Kids","Cantaloupe Kids",210,11,0,0,7.19,221
862570,"Ding Dong XL","2018-06-15","Nickervision Studios","Nickervision Studios",226,2,0,0,0.79,228
862580,"OK/NORMAL","2018-06-18","98DEMAKE","98DEMAKE",164,42,0,0,2.99,206
863550,"HITMAN™ 2","2018-11-13","IO Interactive A/S","Warner Bros Interactive Entertainment",10814,1756,636,514,44.99,12570
863570,"Super Seducer 2 : Advanced Seduction Tactics","2018-09-13","RLR Training Inc","RLR Training Inc;Red Dahlia Interactive",353,74,223,223,10.29,427
863590,"Starcom: Nexus","2018-12-12","Wx3 Labs","Wx3 Labs",133,9,0,0,13.49,142
864060,"Marble It Up!","2018-11-16","Blueteak;The Engine Company;Shapes and Lines;Arcturus Interactive","Alvios, Inc.;Bad Habit Productions",177,10,8,8,15.49,187
864300,"qop 3","2018-06-07","Quiet River","Quiet River",98,6,0,0,0.79,104
864550,"Radiant One","2018-07-30","Fntastic","Fntastic",101,21,0,0,2.89,122
864860,"HellCat","2018-06-14","Verbal Chambers","Verbal Chambers",96,15,0,0,1.69,111
864940,"150,000 B.C.","2018-05-30","carrot","Garage Games",70,172,0,0,0.79,242
865090,"AHEGAL","2018-10-11","Oppai Reveal Studios","Oppai Reveal Studios",421,58,18,18,0.79,479
865540,"PLAYNE : The Meditation Game","2018-11-05","Vismaya","Vismaya",158,6,0,0,8.99,164
865930,"BQM - BlockQuest Maker-","2018-07-26","WonderlandKazakiri","Gamera Game;idealCat",105,22,0,0,7.99,127
867490,"Remyadry","2018-07-09","Kokoko Soft","DLsite",299,41,0,0,7.19,340
868360,"Project Hospital","2018-10-30","Oxymoron Games","Oxymoron Games",942,225,14,14,24.99,1167
868520,"killer7","2018-11-15","GRASSHOPPER MANUFACTURE INC.;Engine Software BV","NIS America, Inc.",432,12,0,0,15.49,444
868980,"DEEP SPACE WAIFU: NEKOMIMI","2018-12-18","Neko Climax Studios","Neko Climax Studios",362,6,0,0,1.69,368
869840,"Feather Of Praying 羽翼的祈愿","2018-06-06","秋之忧郁","Ningbing Games",108,6,0,0,1.69,114
870200,"SimpleRockets 2","2018-11-08","Jundroo, LLC","Jundroo, LLC",321,52,0,0,11.39,373
870290,"The Miskatonic","2018-07-19","Rapscallion","Rapscallion",157,28,178,178,4.79,185
871200,"FIGHTING EX LAYER","2018-11-29","ARIKA","ARIKA",164,29,0,0,30.99,193
871420,"Lovecraft's Untold Stories","2019-01-31","LLC Blini Games","LLC Blini Games",167,18,0,0,11.39,185
871930,"Gladiabots","2018-08-09","GFX47","GFX47;WhisperGames",224,12,0,0,13.49,236
871950,"DERE EVIL .EXE","2018-07-03","Darius Immanuel D. Guerrero","AppSir, Inc.",161,18,0,0,0.79,179
871990,"BattleRush 2","2018-10-18","Thunder Devs.","Thunder Devs.",342,141,0,0,5.79,483
872090,"Freezeer","2018-06-21","NedoStudio","NedoStudio",95,37,0,0,0.79,132
872790,"Football Manager 2019","2018-11-02","Sports Interactive","SEGA",2963,1004,3865,4453,37.99,3967
872820,"Football Manager 2019 Touch","2018-11-01","Sports Interactive","SEGA",66,38,0,0,21.99,104
873150,"SharpShooter3D","2018-09-05","HeadHuntersGames"," Dagestan Technology",457,62,0,0,5.99,519
873190,"ЕСТЬ ДВА СТУЛА","2018-06-19","Kavkaz Sila Games","Regime X",438,98,0,0,0.79,536
873200,"Teleportals. I swear it's a nice game","2018-06-15","PixelGreeds","PixelGreeds",186,9,0,0,0.79,195
873220,"SurvivalZ Battlegrounds","2019-04-02","KicklessGame","RewindApp",152,82,0,0,0.79,234
873240,"Hentai Memory","2018-07-20","Pirotexnik","Pirotexnik",611,62,32,39,0.79,673
873290,"樱花片落恋模样 This is a very sweet love story.","2018-10-29","Parasol","StudioKanata",157,6,384,384,23.79,163
875760,"Furious Seas","2018-07-16","Future Immersive","Future Immersive",107,7,0,0,15.49,114
875930,"Rehtona  幻境双生","2019-01-23","Dot 4 Joy","Joyient",108,3,0,0,10.29,111
876650,"Aground","2018-08-08","Fancy Fish Games;SnöBox Studio","Fancy Fish Games",179,3,0,0,7.19,182
877200,"Zero Caliber VR","2018-11-09","XREAL Games","XREAL Games",438,138,0,0,21.99,576
877360,"18+","2018-07-03","КиКо","КиКо",87,45,0,0,0.79,132
877840,"Pixel Hentai Mosaic","2018-06-28","Wolfgangis","Wolfgangis",90,16,0,0,0.79,106
878380,"东方大战争 ~ Touhou Big Big Battle","2018-09-10","MyACG Studio"," MyACG Studio",958,179,8659,8659,4.79,1137
878420,"Woodpunk","2018-11-22","Meteorbyte Studios","Libredia Entertainment",93,27,0,0,11.99,120
878580,"GARAGE: Bad Trip","2018-07-06","Zombie Dynamics","tinyBuild",93,18,1,1,11.39,111
878750,"Hentai Girl","2018-08-17","GirlGame","GirlGame",4662,450,77,102,0.79,5112
879510,"Lucy Got Problems","2018-09-28","Flat Chest Dev","Flat Chest Dev",165,7,0,0,7.99,172
879670,"Battle Simulator","2018-09-27","KicklessGame","RewindApp",62,44,0,0,0.79,106
880400,"Lingering Fragrance","2018-08-10","BLESTWORKS","BLESTWORKS",443,42,0,0,2.89,485
880490,"与雾雨魔理沙一起偷重要的东西 ~ Happy Stealing with Kirisame Marisa","2018-06-29","Bawu Team","Bawu Team",157,11,0,0,0.79,168
880940,"Pummel Party","2018-09-20","Rebuilt Games","Rebuilt Games",1368,306,211,268,11.39,1674
880950,"爱上火车-Pure Station- / Maitetsu:Pure Station","2018-09-21","Lose","HIKARI FIELD",855,25,1,1,19.49,880
881320,"The LEGO Movie 2 Videogame","2019-02-26","TT Games;Feral interactive (Mac)","Warner Bros. Interactive Entertainment;Feral interactive (Mac)",82,31,0,0,24.99,113
881690,"The Slater","2018-09-20","Laina Interactive","Laina Interactive",107,29,0,0,11.99,136
881920,"Depression The Game","2018-07-01","DeepWorks Studios","DeepWorks Studios",92,33,0,0,1.69,125
882020,"Monster Energy Supercross - The Official Videogame 2","2019-02-08","Milestone S.r.l.","Milestone S.r.l.",100,57,0,0,39.99,157
882140,"Reentry - An Orbital Simulator","2018-11-15","Wilhelmsen Studios","Wilhelmsen Studios",97,4,0,0,15.49,101
882710,"東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival","2018-08-16","東方幕華祭制作组","東方幕華祭制作组;Starship Studio",410,15,568,568,6.19,425
882790,"天命奇御 Fate Seeker","2018-08-07","甲山林娛樂股份有限公司","甲山林娛樂股份有限公司",2799,228,950,1434,15.8,3027
882940,"The Moment We Met","2018-10-16","萌约制作组","SakuraGame",72,35,0,0,1.69,107
882960,"Visitor 来访者","2018-07-07","Fan Shi","Fan Shi",511,113,19,19,2.89,624
